"Date","Price","Open","High","Low","Vol.","Change %"
"2018/06/03","910.60","910.60","915.50","897.70","13.13K","-0.13%"
"2018/05/27","911.80","912.90","920.80","905.00","3.51K","0.61%"
"2018/05/20","906.30","892.40","919.00","882.70","3.82K","1.67%"
"2018/05/13","891.40","930.50","932.70","886.20","2.13K","-4.24%"
"2018/05/06","930.90","918.00","935.00","913.00","2.07K","1.70%"
"2018/04/29","915.30","920.80","922.40","898.00","1.72K","-0.65%"
"2018/04/22","921.30","930.80","937.70","907.80","77.68K","-1.13%"
"2018/04/15","931.80","935.60","957.40","925.00","94.24K","-0.14%"
"2018/04/08","933.10","921.10","946.00","920.00","104.40K","1.70%"
"2018/04/01","917.50","936.10","944.50","910.30","107.24K","-1.62%"
"2018/03/25","932.60","954.10","963.80","931.90","57.26K","-2.25%"
"2018/03/18","954.10","955.60","969.00","947.30","49.14K","-0.14%"
"2018/03/11","955.40","971.00","979.60","951.00","13.93K","-1.43%"
"2018/03/04","969.30","973.50","981.20","952.40","11.70K","-0.08%"
"2018/02/25","970.10","1,008.00","1,009.10","961.80","6.46K","-3.33%"
"2018/02/18","1,003.50","1,012.50","1,021.00","992.00","1.27K","-1.32%"
"2018/02/11","1,016.90","971.50","1,020.00","969.20","1.35K","5.25%"
"2018/02/04","966.20","998.20","1,006.00","965.00","1.65K","-3.78%"
"2018/01/28","1,004.20","1,016.40","1,018.00","995.00","17.15K","-1.39%"
"2018/01/21","1,018.40","1,018.60","1,033.30","993.50","106.54K","-0.17%"
"2018/01/14","1,020.10","999.70","1,020.90","990.00","88.18K","2.40%"
"2018/01/07","996.20","971.20","1,004.20","962.30","100.94K","2.15%"
"2017/12/31","975.20","936.40","975.50","934.50","78.42K","3.93%"
"2017/12/24","938.30","923.00","942.00","920.10","34.84K","1.36%"
"2017/12/17","925.70","897.10","928.40","895.00","57.80K","3.62%"
"2017/12/10","893.40","894.20","897.40","877.00","29.71K","0.62%"
"2017/12/03","887.90","945.00","945.00","886.60","14.68K","-6.03%"
"2017/11/26","944.90","947.60","959.20","937.10","5.82K","-0.51%"
"2017/11/19","949.70","957.20","957.30","926.30","2.75K","-0.97%"
"2017/11/12","959.00","935.00","961.70","928.00","1.59K","2.41%"
"2017/11/05","936.40","925.00","948.00","924.00","1.78K","1.11%"
"2017/10/29","926.10","921.90","943.50","921.00","1.50K","1.26%"
"2017/10/22","914.60","925.30","932.70","912.90","81.29K","-1.32%"
"2017/10/15","926.80","947.00","950.90","920.00","73.62K","-2.23%"
"2017/10/08","947.90","918.60","949.40","914.50","73.59K","3.40%"
"2017/10/01","916.70","914.40","925.90","906.50","84.51K","0.13%"
"2017/09/24","915.50","938.00","950.00","914.40","95.10K","-2.21%"
"2017/09/17","936.20","972.60","975.20","935.10","45.62K","-4.02%"
"2017/09/10","975.40","1,013.00","1,013.00","970.90","12.45K","-4.00%"
"2017/09/03","1,016.00","1,015.40","1,029.50","1,006.00","7.20K","0.36%"
"2017/08/27","1,012.40","982.80","1,015.60","981.90","4.61K","3.07%"
"2017/08/20","982.20","982.80","992.60","975.00","3.57K","-0.31%"
"2017/08/13","985.30","993.00","995.00","958.00","1.50K","-0.73%"
"2017/08/06","992.50","970.10","998.40","964.50","1.58K","2.13%"
"2017/07/30","971.80","941.70","975.70","940.90","1.29K","3.43%"
"2017/07/23","939.60","940.40","943.60","919.30","63.25K","0.23%"
"2017/07/16","937.40","923.50","942.90","915.50","70.59K","1.51%"
"2017/07/09","923.50","908.30","924.70","891.40","86.36K","2.15%"
"2017/07/02","904.10","928.80","933.70","901.00","65.29K","-2.41%"
"2017/06/25","926.40","931.00","932.50","911.60","64.39K","-0.55%"
"2017/06/18","931.50","932.00","937.70","919.40","34.16K","0.20%"
"2017/06/11","929.60","943.30","958.30","921.00","17.55K","-1.48%"
"2017/06/04","943.60","960.00","972.50","939.10","9.77K","-1.35%"
"2017/05/28","956.50","964.90","964.90","929.70","6.01K","0.21%"
"2017/05/21","954.50","942.70","962.20","939.80","1.64K","1.20%"
"2017/05/14","943.20","926.70","952.40","926.70","1.82K","2.42%"
"2017/05/07","920.90","913.90","930.00","904.00","2.46K","0.77%"
"2017/04/30","913.90","951.50","951.50","898.80","1.90K","-4.01%"
"2017/04/23","952.10","970.70","975.10","945.80","45.18K","-2.31%"
"2017/04/16","974.65","977.55","993.00","966.95","","-0.15%"
"2017/04/09","976.10","955.05","981.10","938.65","","2.02%"
"2017/04/02","956.80","951.65","981.75","949.25","","0.36%"
"2017/03/26","953.40","967.95","987.05","942.90","","-1.34%"
"2017/03/19","966.35","966.45","976.60","957.35","","0.06%"
"2017/03/12","965.80","943.50","973.75","932.95","","2.32%"
"2017/03/05","943.90","1,001.35","1,002.20","935.35","","-5.67%"
"2017/02/26","1,000.60","1,028.70","1,047.70","984.30","","-2.95%"
"2017/02/19","1,031.05","1,006.65","1,032.05","990.60","","2.45%"
"2017/02/12","1,006.35","1,011.85","1,021.65","990.70","","-0.78%"
"2017/02/05","1,014.30","1,006.80","1,032.10","993.20","","0.74%"
"2017/01/29","1,006.85","988.80","1,014.95","978.30","","1.86%"
"2017/01/22","988.45","981.60","1,008.75","964.80","","0.68%"
"2017/01/15","981.80","989.30","997.35","951.40","","-0.60%"
"2017/01/08","987.75","971.55","994.30","964.45","","1.53%"
"2017/01/01","972.85","906.55","979.75","903.25","","7.42%"
"2016/12/25","905.65","901.20","913.55","894.15","","1.41%"
"2016/12/18","893.10","926.70","932.05","892.00","","-3.72%"
"2016/12/11","927.60","914.35","948.45","889.55","","1.26%"
"2016/12/04","916.10","931.70","952.90","912.65","","-1.48%"
"2016/11/27","929.90","907.60","935.75","899.15","","2.41%"
"2016/11/20","908.00","923.80","951.45","905.70","","-1.67%"
"2016/11/13","923.40","944.95","952.70","915.80","","-2.25%"
"2016/11/06","944.70","994.55","1,022.95","936.40","","-5.57%"
"2016/10/30","1,000.40","980.65","1,006.95","974.55","","1.90%"
"2016/10/23","981.75","936.25","988.10","932.90","","5.00%"
"2016/10/16","935.00","937.70","953.85","927.30","","-0.24%"
"2016/10/09","937.25","970.85","978.50","928.90","","-3.45%"
"2016/10/02","970.75","1,032.70","1,036.00","953.50","","-6.01%"
"2016/09/25","1,032.80","1,060.75","1,061.65","1,016.65","","-2.30%"
"2016/09/18","1,057.10","1,020.10","1,068.40","1,018.90","","3.88%"
"2016/09/11","1,017.60","1,066.05","1,069.60","1,010.60","","-4.43%"
"2016/09/04","1,064.80","1,066.30","1,110.30","1,064.40","","-0.15%"
"2016/08/28","1,066.40","1,074.70","1,085.35","1,043.30","","-0.91%"
"2016/08/21","1,076.15","1,116.95","1,119.35","1,065.95","","-3.81%"
"2016/08/14","1,118.75","1,128.00","1,144.25","1,106.40","","-0.87%"
"2016/08/07","1,128.55","1,150.70","1,199.45","1,125.40","","-1.92%"
"2016/07/31","1,150.60","1,153.50","1,183.00","1,142.55","","-0.26%"
"2016/07/24","1,153.65","1,087.70","1,163.60","1,072.60","","6.08%"
"2016/07/17","1,087.50","1,097.00","1,110.90","1,069.60","","-1.05%"
"2016/07/10","1,099.00","1,105.40","1,111.20","1,085.15","","-0.27%"
"2016/07/03","1,101.95","1,061.95","1,104.60","1,050.50","","3.54%"
"2016/06/26","1,064.30","988.95","1,065.75","974.20","","7.82%"
"2016/06/19","987.15","966.40","1,000.75","956.65","","1.67%"
"2016/06/12","970.95","994.30","999.60","963.40","","-2.28%"
"2016/06/05","993.60","986.55","1,022.40","984.45","","0.56%"
"2016/05/29","988.05","980.85","989.60","956.25","","1.00%"
"2016/05/22","978.30","1,023.05","1,028.55","976.70","","-4.46%"
"2016/05/15","1,024.00","1,054.20","1,065.05","1,009.65","","-2.87%"
"2016/05/08","1,054.25","1,078.15","1,080.80","1,039.90","","-2.56%"
"2016/05/01","1,082.00","1,078.90","1,092.15","1,051.45","","0.19%"
"2016/04/24","1,080.00","1,009.10","1,082.85","1,000.95","","6.75%"
"2016/04/17","1,011.70","987.45","1,046.25","971.25","","2.58%"
"2016/04/10","986.25","969.25","1,004.65","967.25","","1.81%"
"2016/04/03","968.75","958.60","969.90","938.35","","1.01%"
"2016/03/27","959.10","948.85","987.60","941.10","","1.12%"
"2016/03/20","948.45","973.00","1,001.60","943.45","","-2.59%"
"2016/03/13","973.65","965.20","996.80","951.60","","0.91%"
"2016/03/06","964.85","980.90","1,010.85","962.35","","-1.65%"
"2016/02/28","981.05","914.75","988.40","911.85","","7.20%"
"2016/02/21","915.15","942.25","957.40","913.25","","-2.69%"
"2016/02/14","940.45","955.15","957.40","928.10","","-1.85%"
"2016/02/07","958.15","912.65","970.10","901.55","","4.86%"
"2016/01/31","913.70","871.75","915.70","852.05","","4.80%"
"2016/01/24","871.85","833.40","886.80","832.95","","4.82%"
"2016/01/17","831.75","830.95","843.20","811.60","","0.10%"
"2016/01/10","830.95","878.00","882.10","823.15","","-5.57%"
"2016/01/03","880.00","890.95","898.90","863.30","","-1.40%"
"2015/12/27","892.50","884.95","895.85","854.35","","0.91%"
"2015/12/20","884.45","860.05","886.00","855.60","","2.88%"
"2015/12/13","859.65","842.75","883.90","837.10","","2.19%"
"2015/12/06","841.25","881.55","887.65","838.50","","-4.43%"
"2015/11/29","880.20","834.75","887.95","825.50","","5.23%"
"2015/11/22","836.45","855.45","857.65","833.45","","-2.22%"
"2015/11/15","855.40","865.10","875.60","846.30","","-0.73%"
"2015/11/08","861.70","941.55","943.30","860.60","","-8.56%"
"2015/11/01","942.35","985.55","986.50","938.10","","-4.56%"
"2015/10/25","987.35","1,002.35","1,014.95","983.70","","-1.52%"
"2015/10/18","1,002.60","1,017.90","1,024.65","996.55","","-1.28%"
"2015/10/11","1,015.55","982.00","1,026.60","978.25","","3.27%"
"2015/10/04","983.40","911.15","986.75","907.50","","7.98%"
"2015/09/27","910.75","948.65","951.60","893.45","","-3.95%"
"2015/09/20","948.25","982.40","984.65","928.10","","-3.48%"
"2015/09/13","982.45","966.80","991.00","949.50","","1.18%"
"2015/09/06","970.95","992.45","1,011.80","959.50","","-2.03%"
"2015/08/30","991.10","1,016.90","1,023.90","990.45","","-2.70%"
"2015/08/23","1,018.60","1,024.40","1,029.00","970.50","","-0.12%"
"2015/08/16","1,019.80","991.90","1,038.30","981.05","","2.72%"
"2015/08/09","992.75","961.80","1,006.90","956.70","","3.08%"
"2015/08/02","963.10","983.40","986.45","945.45","","-2.14%"
"2015/07/26","984.15","987.55","995.80","973.75","","-0.40%"
"2015/07/19","988.15","995.55","999.50","947.35","","-0.59%"
"2015/07/12","994.05","1,031.55","1,037.85","993.60","","-3.78%"
"2015/07/05","1,033.15","1,088.85","1,088.90","1,010.95","","-4.70%"
"2015/06/28","1,084.05","1,083.20","1,096.65","1,068.50","","0.00%"
"2015/06/21","1,084.10","1,085.05","1,087.25","1,058.80","","-0.06%"
"2015/06/14","1,084.70","1,098.05","1,099.25","1,071.80","","-0.94%"
"2015/06/07","1,095.00","1,097.05","1,119.50","1,094.25","","-0.10%"
"2015/05/31","1,096.10","1,112.70","1,123.95","1,088.55","","-1.47%"
"2015/05/24","1,112.40","1,147.20","1,152.25","1,108.95","","-3.01%"
"2015/05/17","1,146.95","1,169.30","1,179.60","1,144.55","","-1.86%"
"2015/05/10","1,168.70","1,142.05","1,172.80","1,122.60","","2.36%"
"2015/05/03","1,141.75","1,129.95","1,157.35","1,128.35","","0.91%"
"2015/04/26","1,131.40","1,126.30","1,162.90","1,117.95","","0.67%"
"2015/04/19","1,123.85","1,170.75","1,174.25","1,118.60","","-4.10%"
"2015/04/12","1,171.90","1,172.60","1,175.30","1,141.35","","-0.14%"
"2015/04/05","1,173.60","1,162.60","1,187.95","1,155.50","","1.57%"
"2015/03/29","1,155.50","1,140.70","1,169.05","1,114.85","","1.45%"
"2015/03/22","1,138.95","1,137.25","1,163.50","1,132.45","","0.11%"
"2015/03/15","1,137.65","1,118.60","1,143.85","1,087.10","","1.84%"
"2015/03/08","1,117.05","1,161.15","1,161.60","1,112.45","","-3.75%"
"2015/03/01","1,160.60","1,185.55","1,196.80","1,156.85","","-2.36%"
"2015/02/22","1,188.70","1,166.70","1,192.45","1,155.10","","2.08%"
"2015/02/15","1,164.45","1,208.20","1,217.55","1,156.65","","-3.62%"
"2015/02/08","1,208.15","1,225.45","1,231.35","1,193.20","","-1.28%"
"2015/02/01","1,223.85","1,240.45","1,258.55","1,220.15","","-1.37%"
"2015/01/25","1,240.90","1,271.00","1,278.85","1,212.65","","-2.22%"
"2015/01/18","1,269.10","1,271.70","1,290.15","1,261.75","","0.04%"
"2015/01/11","1,268.65","1,231.15","1,272.20","1,227.25","","2.83%"
"2015/01/04","1,233.75","1,202.20","1,233.95","1,197.50","","2.54%"
"2014/12/28","1,203.20","1,217.85","1,223.90","1,187.90","","-1.06%"
"2014/12/21","1,216.15","1,196.80","1,219.40","1,176.00","","1.62%"
"2014/12/14","1,196.80","1,230.00","1,231.75","1,189.70","","-2.70%"
"2014/12/07","1,230.00","1,224.00","1,256.25","1,220.00","","0.49%"
"2014/11/30","1,224.00","1,201.05","1,247.55","1,183.05","","1.94%"
"2014/11/23","1,200.70","1,225.95","1,230.35","1,200.05","","-2.15%"
"2014/11/16","1,227.10","1,211.75","1,234.60","1,181.60","","1.10%"
"2014/11/09","1,213.70","1,216.80","1,221.10","1,178.10","","-0.35%"
"2014/11/02","1,217.95","1,237.05","1,245.05","1,188.80","","-1.54%"
"2014/10/26","1,237.05","1,251.95","1,276.85","1,221.10","","-1.11%"
"2014/10/19","1,250.90","1,260.45","1,285.65","1,246.65","","-0.91%"
"2014/10/12","1,262.35","1,262.55","1,280.90","1,239.70","","-0.06%"
"2014/10/05","1,263.10","1,223.90","1,294.50","1,187.05","","3.05%"
"2014/09/28","1,225.70","1,298.85","1,312.40","1,222.30","","-5.78%"
"2014/09/21","1,300.90","1,335.40","1,348.35","1,299.55","","-2.63%"
"2014/09/14","1,336.05","1,368.05","1,376.40","1,334.40","","-2.61%"
"2014/09/07","1,371.85","1,411.30","1,414.60","1,356.40","","-2.76%"
"2014/08/31","1,410.75","1,424.55","1,430.10","1,403.55","","-0.97%"
"2014/08/24","1,424.50","1,418.30","1,431.20","1,414.55","","0.19%"
"2014/08/17","1,421.85","1,456.15","1,458.30","1,415.15","","-2.46%"
"2014/08/10","1,457.75","1,471.20","1,477.15","1,447.55","","-7.40%"
"2012/10/28","1,574.30","1,547.55","1,579.75","1,531.15","","1.75%"
"2012/10/21","1,547.15","1,621.05","1,629.55","1,540.95","","-4.60%"
"2012/10/14","1,621.75","1,655.35","1,677.60","1,613.00","","-2.03%"
"2012/10/07","1,655.35","1,711.25","1,714.30","1,655.20","","-3.27%"
"2012/09/30","1,711.25","1,665.45","1,734.45","1,649.60","","2.64%"
"2012/09/23","1,667.25","1,638.15","1,679.90","1,611.60","","1.92%"
"2012/09/16","1,635.80","1,708.60","1,715.75","1,596.55","","-4.28%"
"2012/09/09","1,709.00","1,591.40","1,716.30","1,588.80","","7.37%"
"2012/09/02","1,591.75","1,539.75","1,606.40","1,538.00","","3.35%"
"2012/08/26","1,540.15","1,552.70","1,557.55","1,498.55","","-0.66%"
"2012/08/19","1,550.45","1,478.50","1,563.30","1,461.25","","5.13%"
"2012/08/12","1,474.75","1,401.85","1,475.60","1,385.95","","5.27%"
"2012/08/05","1,400.95","1,405.85","1,418.95","1,393.05","","-0.36%"
"2012/07/29","1,406.05","1,411.75","1,434.40","1,383.70","","-0.38%"
"2012/07/22","1,411.45","1,411.15","1,420.05","1,380.50","","-0.28%"
"2012/07/15","1,415.35","1,432.15","1,441.30","1,403.80","","-1.20%"
"2012/07/08","1,432.50","1,445.95","1,454.35","1,405.75","","-1.16%"
"2012/06/24","1,449.35","1,439.15","1,453.30","1,385.40","","0.94%"
"2012/06/17","1,435.80","1,484.50","1,504.15","1,421.30","","-3.16%"
"2012/06/10","1,482.60","1,439.15","1,498.85","1,423.60","","3.41%"
"2012/06/03","1,433.75","1,442.50","1,470.95","1,413.95","","-0.71%"
"2012/05/27","1,444.05","1,433.45","1,448.70","1,387.20","","0.88%"
"2012/05/20","1,431.50","1,456.45","1,473.65","1,406.95","","-1.67%"
"2012/05/13","1,455.75","1,468.40","1,476.80","1,422.75","","-0.59%"
"2012/05/06","1,464.45","1,524.45","1,534.45","1,461.05","","-4.06%"
"2012/04/29","1,526.35","1,574.30","1,578.75","1,521.30","","-3.01%"
"2012/04/22","1,573.75","1,583.40","1,584.85","1,543.15","","-0.48%"
"2012/04/15","1,581.40","1,587.75","1,597.05","1,562.80","","-0.28%"
"2012/04/08","1,585.90","1,613.25","1,632.05","1,582.95","","-3.48%"
"2012/03/25","1,643.15","1,631.95","1,671.65","1,624.50","","0.96%"
"2012/03/18","1,627.50","1,677.85","1,686.10","1,604.15","","-2.68%"
"2012/03/11","1,672.40","1,685.85","1,707.20","1,661.55","","-0.82%"
"2012/03/04","1,686.15","1,701.00","1,701.75","1,606.05","","-0.85%"
"2012/02/26","1,700.60","1,716.90","1,738.85","1,677.20","","-0.78%"
"2012/02/19","1,714.00","1,641.20","1,736.40","1,638.40","","4.79%"
"2012/02/12","1,635.60","1,664.60","1,670.95","1,604.90","","-1.57%"
"2012/02/05","1,661.75","1,623.30","1,673.80","1,606.40","","2.24%"
"2012/01/29","1,625.35","1,624.00","1,638.55","1,583.20","","0.05%"
"2012/01/22","1,624.60","1,535.45","1,627.25","1,527.70","","5.64%"
"2012/01/15","1,537.90","1,494.80","1,541.40","1,477.25","","2.98%"
"2012/01/08","1,493.45","1,406.45","1,512.45","1,393.30","","4.70%"
"2011/12/18","1,426.45","1,423.45","1,453.75","1,404.60","","0.44%"
"2011/12/11","1,420.25","1,516.40","1,519.95","1,376.85","","-6.28%"
"2011/12/04","1,515.35","1,549.35","1,559.10","1,488.75","","-2.15%"
"2011/11/27","1,548.70","1,540.25","1,574.80","1,513.25","","1.17%"
"2011/11/20","1,530.80","1,588.90","1,592.25","1,526.40","","-4.11%"
"2011/11/13","1,596.35","1,649.30","1,667.60","1,568.80","","-3.01%"
"2011/11/06","1,645.95","1,636.75","1,676.60","1,607.70","","0.54%"
"2011/10/30","1,637.05","1,643.15","1,651.00","1,559.95","","-0.70%"
"2011/10/23","1,648.60","1,515.40","1,662.10","1,510.85","","8.99%"
"2011/10/16","1,512.60","1,557.45","1,583.90","1,466.20","","-2.89%"
"2011/10/09","1,557.60","1,498.45","1,563.85","1,490.45","","4.20%"
"2011/10/02","1,494.85","1,530.05","1,543.40","1,435.10","","-2.14%"
"2011/09/25","1,527.60","1,630.95","1,630.95","1,474.55","","-5.39%"
"2011/09/18","1,614.55","1,815.10","1,827.80","1,602.45","","-11.03%"
"2011/09/11","1,814.75","1,833.00","1,853.25","1,770.05","","-1.21%"
"2011/09/04","1,836.95","1,887.45","1,899.90","1,815.65","","-2.58%"
"2011/08/28","1,885.55","1,836.70","1,888.45","1,819.15","","2.72%"
"2011/08/21","1,835.65","1,881.50","1,918.35","1,789.10","","-2.34%"
"2011/08/14","1,879.65","1,802.05","1,882.15","1,790.25","","4.43%"
"2011/08/07","1,800.00","1,710.95","1,808.20","1,705.25","","4.67%"
"2011/07/31","1,719.70","1,780.30","1,804.35","1,682.25","","-3.55%"
"2011/07/24","1,783.05","1,802.50","1,822.85","1,771.45","","-0.81%"
"2011/07/17","1,797.65","1,758.85","1,803.60","1,756.35","","1.92%"
"2011/07/10","1,763.70","1,740.85","1,784.35","1,710.50","","1.49%"
"2011/07/03","1,737.75","1,702.90","1,754.85","1,702.90","","0.84%"
"2011/06/26","1,723.35","1,690.60","1,735.10","1,668.85","","2.14%"
"2011/06/19","1,687.30","1,754.45","1,768.15","1,676.25","","-4.02%"
"2011/06/12","1,758.00","1,832.00","1,834.60","1,746.10","","-3.91%"
"2011/06/05","1,829.60","1,816.05","1,849.50","1,806.15","","0.61%"
"2011/05/29","1,818.55","1,805.20","1,839.05","1,794.60","","0.85%"
"2011/05/22","1,803.15","1,774.05","1,803.15","1,742.70","","1.56%"
"2011/05/15","1,775.50","1,768.30","1,792.85","1,751.60","","0.62%"
"2011/05/08","1,764.55","1,783.55","1,811.95","1,752.05","","-5.89%"
"2011/04/24","1,875.05","1,821.55","1,881.90","1,792.25","","3.11%"
"2011/04/17","1,818.55","1,795.20","1,821.85","1,765.50","","1.53%"
"2011/04/10","1,791.15","1,817.55","1,821.35","1,769.25","","-1.39%"
"2011/04/03","1,816.35","1,769.65","1,821.10","1,765.00","","2.71%"
"2011/03/27","1,768.40","1,752.10","1,788.70","1,729.35","","0.83%"
"2011/03/20","1,753.85","1,726.55","1,772.45","1,725.70","","1.68%"
"2011/03/13","1,724.80","1,784.25","1,786.60","1,659.55","","-3.23%"
"2011/03/06","1,782.45","1,843.45","1,847.25","1,756.15","","-3.32%"
"2011/02/27","1,843.75","1,806.65","1,865.20","1,798.65","","1.98%"
"2011/02/20","1,807.95","1,837.35","1,857.85","1,770.85","","-1.58%"
"2011/02/13","1,836.95","1,808.45","1,849.10","1,808.20","","1.71%"
"2011/02/06","1,806.00","1,844.90","1,869.15","1,804.00","","-2.13%"
"2011/01/30","1,845.30","1,800.00","1,863.15","1,776.70","","2.63%"
"2011/01/23","1,798.00","1,828.35","1,836.15","1,761.60","","-1.68%"
"2011/01/16","1,828.75","1,818.65","1,851.20","1,800.55","","0.77%"
"2011/01/09","1,814.80","1,737.50","1,833.15","1,735.90","","4.52%"
"2011/01/02","1,736.25","1,779.60","1,792.20","1,710.75","","-2.17%"
"2010/12/26","1,774.80","1,715.00","1,780.95","1,714.25","","4.25%"
"2010/12/12","1,702.45","1,678.80","1,717.40","1,671.60","","1.27%"
"2010/12/05","1,681.15","1,728.40","1,737.30","1,666.20","","-2.83%"
"2010/11/28","1,730.10","1,649.75","1,732.55","1,633.30","","4.88%"
"2010/11/21","1,649.60","1,670.45","1,677.50","1,636.65","","-0.99%"
"2010/11/14","1,666.15","1,680.50","1,697.95","1,628.30","","-0.91%"
"2010/11/07","1,681.40","1,771.35","1,811.75","1,674.85","","-5.11%"
"2010/10/31","1,771.95","1,708.80","1,796.50","1,687.05","","3.66%"
"2010/10/24","1,709.40","1,680.90","1,716.25","1,648.40","","1.76%"
"2010/10/17","1,679.85","1,697.00","1,704.90","1,659.30","","-1.16%"
"2010/10/10","1,699.55","1,709.30","1,725.70","1,676.75","","-0.51%"
"2010/10/03","1,708.20","1,648.30","1,729.80","1,648.15","","1.46%"
"2010/09/26","1,683.55","1,648.40","1,689.50","1,608.60","","2.02%"
"2010/09/19","1,650.25","1,624.30","1,653.80","1,614.50","","1.68%"
"2010/09/12","1,622.95","1,543.15","1,634.70","1,540.25","","5.27%"
"2010/09/05","1,541.75","1,555.75","1,568.65","1,539.35","","-1.02%"
"2010/08/29","1,557.65","1,536.95","1,567.05","1,509.45","","1.33%"
"2010/08/22","1,537.25","1,513.30","1,540.45","1,491.20","","1.49%"
"2010/08/15","1,514.75","1,526.95","1,549.60","1,509.00","","-0.78%"
"2010/08/08","1,526.65","1,576.25","1,578.40","1,507.10","","-3.10%"
"2010/07/25","1,575.55","1,544.65","1,578.60","1,520.60","","1.96%"
"2010/07/18","1,545.25","1,511.90","1,551.60","1,496.30","","2.11%"
"2010/07/11","1,513.35","1,533.45","1,540.00","1,468.05","","-1.38%"
"2010/07/04","1,534.45","1,505.90","1,538.60","1,489.10","","1.93%"
"2010/06/27","1,505.35","1,575.60","1,594.80","1,495.55","","-4.58%"
"2010/06/20","1,577.65","1,607.00","1,618.10","1,548.40","","-1.33%"
"2010/06/13","1,598.90","1,542.00","1,601.70","1,537.55","","3.69%"
"2010/06/06","1,542.05","1,515.00","1,551.40","1,492.35","","1.92%"
"2010/05/30","1,513.00","1,546.05","1,574.60","1,509.75","","-2.25%"
"2010/05/23","1,547.80","1,508.10","1,572.00","1,484.80","","2.89%"
"2010/05/16","1,504.35","1,720.95","1,727.15","1,446.00","","-12.67%"
"2010/05/09","1,722.70","1,666.55","1,753.25","1,665.40","","3.42%"
"2010/05/02","1,665.75","1,733.00","1,745.90","1,627.35","","-4.45%"
"2010/04/18","1,743.40","1,691.30","1,759.35","1,675.45","","2.84%"
"2010/04/11","1,695.20","1,727.80","1,743.40","1,689.05","","-1.78%"
"2010/04/04","1,725.90","1,677.70","1,731.10","1,671.45","","3.14%"
"2010/03/28","1,673.40","1,601.05","1,678.60","1,599.85","","4.45%"
"2010/03/21","1,602.15","1,603.10","1,621.40","1,578.30","","-0.40%"
"2010/03/07","1,608.60","1,576.45","1,627.60","1,571.05","","1.98%"
"2010/02/28","1,577.35","1,543.00","1,588.75","1,541.65","","2.33%"
"2010/02/21","1,541.50","1,537.70","1,548.85","1,497.80","","0.58%"
"2010/02/14","1,532.55","1,517.10","1,555.20","1,500.75","","1.18%"
"2010/02/07","1,514.70","1,475.50","1,534.15","1,470.25","","2.12%"
"2010/01/31","1,483.25","1,502.10","1,593.95","1,451.40","","-1.29%"
"2010/01/24","1,502.65","1,549.45","1,564.30","1,484.10","","-2.93%"
"2010/01/17","1,548.00","1,599.50","1,653.70","1,521.55","","-3.24%"
"2010/01/10","1,599.85","1,575.60","1,627.55","1,550.10","","1.18%"
"2010/01/03","1,581.20","1,471.50","1,583.00","1,471.50","","7.21%"
"2009/12/27","1,474.90","1,474.90","1,474.90","1,474.90","","0.17%"
"2009/12/20","1,472.40","1,437.40","1,477.50","1,387.60","","2.38%"
"2009/12/13","1,438.15","1,431.50","1,464.40","1,421.55","","0.49%"
"2009/12/06","1,431.10","1,447.80","1,462.60","1,407.70","","-1.16%"
"2009/11/29","1,447.85","1,443.00","1,513.80","1,437.65","","0.34%"
"2009/11/22","1,443.00","1,450.95","1,487.65","1,426.55","","-0.50%"
"2009/11/15","1,450.30","1,396.85","1,470.65","1,394.15","","3.81%"
"2009/11/08","1,397.10","1,348.15","1,399.15","1,346.00","","5.03%"
"2009/10/25","1,330.15","1,365.25","1,373.45","1,305.20","","-2.57%"
"2009/10/18","1,365.30","1,349.40","1,383.45","1,342.05","","1.18%"
